10:01:07,/api/profile/8,ReferenceError: test is not defined
10:01:49,/api/movie/bestfrrated,TypeError: Cannot read properties of undefined (reading 'note_moyenne')
10:31:16,/api/register,error: duplicate key value violates unique constraint "user_email_key"
11:01:08,/api/movie/tt1650048,error: null value in column "listid" of relation "review" violates not-null constraint
11:02:28,/api/movie/tt1650048,error: null value in column "listid" of relation "review" violates not-null constraint
11:03:12,/api/movie/tt1650048,error: null value in column "listid" of relation "review" violates not-null constraint
11:03:44,/api/movie/tt1650048,error: null value in column "listid" of relation "review" violates not-null constraint
11:16:58,/api/movie/tt1650048,ReferenceError: listname is not defined
11:17:32,/api/movie/tt1650048,TypeError: Cannot read properties of undefined (reading 'forEach')
11:18:12,/api/movie/tt1650048,TypeError: Cannot read properties of undefined (reading 'listname')
11:19:54,/api/movie/tt1650048,TypeError: Cannot read properties of undefined (reading 'coverurl')
11:20:45,/api/movie/tt1650048,TypeError: Cannot read properties of undefined (reading 'listname')
11:21:19,/api/movie/tt1650048,TypeError: Cannot read properties of undefined (reading 'listname')
11:22:17,/api/movie/tt1650048,TypeError: Cannot read properties of undefined (reading 'listname')
11:40:58,/api/movie/tt1650048,SyntaxError: Unexpected token } in JSON at position 23
